net_profit_to_total_operate_revenue_ttm,cfo_to_ev,accounts_payable_turnover_days,net_profit_ratio,net_non_operating_income_to_total_profit,fixed_asset_ratio,account_receivable_turnover_days,DEGM,sale_expense_to_operating_revenue,operating_tax_to_operating_revenue_ratio_ttm,inventory_turnover_days,OperatingCycle,net_operate_cash_flow_to_operate_income,quick_ratio,intangible_asset_ratio,MLEV,debt_to_equity_ratio,super_quick_ratio,inventory_turnover_rate,operating_profit_growth_rate,current_ratio,net_operate_cash_flow_to_net_debt,net_operate_cash_flow_to_asset,total_asset_turnover_rate,operating_profit_to_total_profit,roa_ttm,admin_expense_rate,equity_to_fixed_asset_ratio,net_operate_cash_flow_to_total_liability,cash_rate_of_sales,goods_service_cash_to_operating_revenue_ttm,date,stkcd,flag
-0.086169,,,-0.086169,0.0,0.00626,128.73,0.026597,0.741937,0.01685,,,1.23466,,0.0,0.000508,0.206375,1.01421,,-2.3834,4.83974,0.065435,-0.388979,2.15924,0.999557,-0.186059,0.064986,135.879,-0.173136,-0.180147,1.01172,2019-10-09,000004.XSHE,True
0.332883,0.012601,311.359,0.332883,0.0,0.011887,1047.84,-0.118782,0.014143,0.011719,365.362,,1.06686,0.983705,0.098922,0.001807,0.821226,0.852826,0.985325,2.06174,1.32297,0.024117,0.019998,0.217778,0.99053,0.072495,0.113258,47.3831,0.023882,0.091827,0.619131,2019-10-09,000005.XSHE,True
0.284728,,,0.284728,0.0,0.000818,1352.0,0.098179,0.01867,0.052072,1821.77,,4.46214,0.799547,0.0,0.299078,1.48308,0.014256,0.19761,-0.267521,2.00752,0.166553,0.148012,0.154807,1.02026,0.044078,0.05845,507.365,0.092675,0.956105,2.00387,2019-10-09,000006.XSHE,True
-4.60716,0.004642,,-4.60716,0.0,0.164532,35.7049,-0.046012,,0.02572,3.48706,,-0.371389,3.3936,0.000655,0.053082,1.10043,1.49682,103.239,0.533654,3.39675,0.00729,0.036291,0.103871,-0.441498,-0.478549,0.632049,2.92168,0.006845,0.349381,1.04932,2019-10-09,000007.XSHE,True
0.1256,0.005316,411.556,0.1256,0.0,0.032036,1648.08,0.001503,0.092831,0.011549,225.402,637.423,0.198719,1.63905,0.372595,0.021521,0.412055,1.16326,1.59715,-0.583585,1.94855,-0.033873,0.006395,0.266936,0.996862,0.033527,0.142278,22.1921,-0.026913,0.023958,0.842621,2019-10-09,000008.XSHE,True
0.061694,0.09612,140.925,0.061922,0.01647,0.182049,570.996,0.073448,0.091736,0.039433,413.69,556.439,2.30515,0.932728,0.054669,0.416266,3.66445,0.391051,0.870217,1.67996,1.80054,0.025361,0.09928,0.442597,0.964071,0.027406,0.055121,1.90583,0.018881,0.224313,0.826112,2019-10-09,000009.XSHE,True
-0.842237,,627.336,-0.842237,0.0,0.018326,1997.23,-6.50547,0.028983,0.003782,924.676,1423.98,0.486868,0.613923,0.05881,0.026263,6.49041,0.451558,0.389326,-0.484701,1.12055,-0.018366,-0.080861,0.196452,0.997761,-0.165459,0.177663,12.5148,-0.017186,-0.41161,1.49439,2019-10-09,000010.XSHE,True
0.21526,,,0.21526,0.002656,0.003623,329.73,1.55469,0.020421,0.267223,1357.47,,1.12304,1.23581,0.0,0.27682,1.74595,0.429922,0.265199,0.698981,2.33744,-0.12789,0.097506,0.29799,1.02523,0.064145,0.042498,103.597,-0.069408,0.327211,1.36638,2019-10-09,000011.XSHE,True
0.210905,-0.010975,,0.210905,0.035908,0.002946,64.5689,,,0.009387,,,-0.633682,,0.003436,0.0,12.9935,,,0.121417,,-0.008432,-0.010679,0.035453,1.00368,0.007477,0.301577,24.2582,-0.008024,-0.301216,,2019-10-08,000001.XSHE,True
0.166258,0.028461,571.625,0.166258,-0.031607,0.010497,9.1686,0.096785,0.024911,0.08181,1385.1,,0.683219,0.438709,0.003217,0.38032,8.35061,0.202924,0.259908,0.333655,1.11912,0.029352,0.029629,0.2099,1.00532,0.034898,0.034446,14.0422,0.026451,0.141157,1.25563,2019-10-08,000002.XSHE,True
-0.086169,,,-0.086169,0.0,0.00626,128.73,0.026597,0.741937,0.01685,,,1.23466,,0.0,0.000506,0.206375,1.01421,,-2.3834,4.83974,0.065435,-0.388979,2.15924,0.999557,-0.186059,0.064986,135.879,-0.173136,-0.180147,1.01172,2019-10-08,000004.XSHE,True
0.332883,0.012717,311.359,0.332883,0.0,0.011887,1047.84,-0.118782,0.014143,0.011719,365.362,,1.06686,0.983705,0.098922,0.00183,0.821226,0.852826,0.985325,2.06174,1.32297,0.024117,0.019998,0.217778,0.99053,0.072495,0.113258,47.3831,0.023882,0.091827,0.619131,2019-10-08,000005.XSHE,True
0.284728,,,0.284728,0.0,0.000818,1352.0,0.098179,0.01867,0.052072,1821.77,,4.46214,0.799547,0.0,0.301966,1.48308,0.014256,0.19761,-0.267521,2.00752,0.166553,0.148012,0.154807,1.02026,0.044078,0.05845,507.365,0.092675,0.956105,2.00387,2019-10-08,000006.XSHE,True
-4.60716,0.004652,,-4.60716,0.0,0.164532,35.7049,-0.046012,,0.02572,3.48706,,-0.371389,3.3936,0.000655,0.053201,1.10043,1.49682,103.239,0.533654,3.39675,0.00729,0.036291,0.103871,-0.441498,-0.478549,0.632049,2.92168,0.006845,0.349381,1.04932,2019-10-08,000007.XSHE,True
0.1256,0.005316,411.556,0.1256,0.0,0.032036,1648.08,0.001503,0.092831,0.011549,225.402,637.423,0.198719,1.63905,0.372595,0.021521,0.412055,1.16326,1.59715,-0.583585,1.94855,-0.033873,0.006395,0.266936,0.996862,0.033527,0.142278,22.1921,-0.026913,0.023958,0.842621,2019-10-08,000008.XSHE,True
0.061694,0.09636,140.925,0.061922,0.01647,0.182049,570.996,0.073448,0.091736,0.039433,413.69,556.439,2.30515,0.932728,0.054669,0.41785,3.66445,0.391051,0.870217,1.67996,1.80054,0.025361,0.09928,0.442597,0.964071,0.027406,0.055121,1.90583,0.018881,0.224313,0.826112,2019-10-08,000009.XSHE,True
-0.842237,,627.336,-0.842237,0.0,0.018326,1997.23,-6.50547,0.028983,0.003782,924.676,1423.98,0.486868,0.613923,0.05881,0.026263,6.49041,0.451558,0.389326,-0.484701,1.12055,-0.018366,-0.080861,0.196452,0.997761,-0.165459,0.177663,12.5148,-0.017186,-0.41161,1.49439,2019-10-08,000010.XSHE,True
0.21526,,,0.21526,0.002656,0.003623,329.73,1.55469,0.020421,0.267223,1357.47,,1.12304,1.23581,0.0,0.28011,1.74595,0.429922,0.265199,0.698981,2.33744,-0.12789,0.097506,0.29799,1.02523,0.064145,0.042498,103.597,-0.069408,0.327211,1.36638,2019-10-08,000011.XSHE,True
0.210905,-0.011012,,0.210905,0.035908,0.002946,64.5689,,,0.009387,,,-0.437156,,0.003436,0.0,12.9935,,,0.121417,,-0.008432,-0.010679,0.035453,1.00368,0.007477,0.301577,24.2582,-0.008024,-0.301216,,2019-09-30,000001.XSHE,True
0.166258,0.028551,571.625,0.166258,-0.031607,0.010497,9.1686,0.096785,0.024911,0.08181,1385.1,,0.683219,0.438709,0.003217,0.384478,8.35061,0.202924,0.259908,0.333655,1.11912,0.029352,0.029629,0.2099,1.00532,0.034898,0.034446,14.0422,0.026451,0.141157,1.25563,2019-09-30,000002.XSHE,True
-0.086169,,,-0.086169,0.0,0.00626,128.73,0.026597,0.741937,0.01685,,,1.23466,,0.0,0.000506,0.206375,1.01421,,-2.3834,4.83974,0.065435,-0.388979,2.15924,0.999557,-0.186059,0.064986,135.879,-0.173136,-0.180147,1.01172,2019-09-30,000004.XSHE,True
0.332883,0.012659,311.359,0.332883,0.0,0.011887,1047.84,-0.118782,0.014143,0.011719,365.362,,1.06686,0.983705,0.098922,0.001818,0.821226,0.852826,0.985325,2.06174,1.32297,0.024117,0.019998,0.217778,0.99053,0.072495,0.113258,47.3831,0.023882,0.091827,0.619131,2019-09-30,000005.XSHE,True
0.284728,,,0.284728,0.0,0.000818,1352.0,0.098179,0.01867,0.052072,1821.77,,4.46214,0.799547,0.0,0.303221,1.48308,0.014256,0.19761,-0.267521,2.00752,0.166553,0.148012,0.154807,1.02026,0.044078,0.05845,507.365,0.092675,0.956105,2.00387,2019-09-30,000006.XSHE,True
-4.60716,0.004695,,-4.60716,0.0,0.164532,35.7049,-0.046012,,0.02572,3.48706,,-0.371389,3.3936,0.000655,0.053682,1.10043,1.49682,103.239,0.533654,3.39675,0.00729,0.036291,0.103871,-0.441498,-0.478549,0.632049,2.92168,0.006845,0.349381,1.04932,2019-09-30,000007.XSHE,True
0.1256,0.005316,411.556,0.1256,0.0,0.032036,1648.08,0.001503,0.092831,0.011549,225.402,637.423,0.198719,1.63905,0.372595,0.021521,0.412055,1.16326,1.59715,-0.583585,1.94855,-0.033873,0.006395,0.266936,0.996862,0.033527,0.142278,22.1921,-0.026913,0.023958,0.842621,2019-09-30,000008.XSHE,True
0.061694,0.097831,140.925,0.061922,0.01647,0.182049,570.996,0.073448,0.091736,0.039433,413.69,556.439,2.30515,0.932728,0.054669,0.427612,3.66445,0.391051,0.870217,1.67996,1.80054,0.025361,0.09928,0.442597,0.964071,0.027406,0.055121,1.90583,0.018881,0.224313,0.826112,2019-09-30,000009.XSHE,True
-0.842237,,627.336,-0.842237,0.0,0.018326,1997.23,-6.50547,0.028983,0.003782,924.676,1423.98,0.486868,0.613923,0.05881,0.026567,6.49041,0.451558,0.389326,-0.484701,1.12055,-0.018366,-0.080861,0.196452,0.997761,-0.165459,0.177663,12.5148,-0.017186,-0.41161,1.49439,2019-09-30,000010.XSHE,True
0.21526,,,0.21526,0.002656,0.003623,329.73,1.55469,0.020421,0.267223,1357.47,,1.12304,1.23581,0.0,0.282206,1.74595,0.429922,0.265199,0.698981,2.33744,-0.12789,0.097506,0.29799,1.02523,0.064145,0.042498,103.597,-0.069408,0.327211,1.36638,2019-09-30,000011.XSHE,True
0.210905,-0.010993,,0.210905,0.035908,0.002946,64.5689,,,0.009387,,,-0.437156,,0.003436,0.0,12.9935,,,0.121417,,-0.008432,-0.010679,0.035453,1.00368,0.007477,0.301577,24.2582,-0.008024,-0.301216,,2019-09-27,000001.XSHE,True
0.166258,0.028531,571.625,0.166258,-0.031607,0.010497,9.1686,0.096785,0.024911,0.08181,1385.1,,0.683219,0.438709,0.003217,0.383567,8.35061,0.202924,0.259908,0.333655,1.11912,0.029352,0.029629,0.2099,1.00532,0.034898,0.034446,14.0422,0.026451,0.141157,1.25563,2019-09-27,000002.XSHE,True
-0.086169,,,-0.086169,0.0,0.00626,128.73,0.026597,0.741937,0.01685,,,1.23466,,0.0,0.000504,0.206375,1.01421,,-2.3834,4.83974,0.065435,-0.388979,2.15924,0.999557,-0.186059,0.064986,135.879,-0.173136,-0.180147,1.01172,2019-09-27,000004.XSHE,True
0.332883,0.012717,311.359,0.332883,0.0,0.011887,1047.84,-0.118782,0.014143,0.011719,365.362,,1.06686,0.983705,0.098922,0.00183,0.821226,0.852826,0.985325,2.06174,1.32297,0.024117,0.019998,0.217778,0.99053,0.072495,0.113258,47.3831,0.023882,0.091827,0.619131,2019-09-27,000005.XSHE,True
0.284728,,,0.284728,0.0,0.000818,1352.0,0.098179,0.01867,0.052072,1821.77,,4.46214,0.799547,0.0,0.300309,1.48308,0.014256,0.19761,-0.267521,2.00752,0.166553,0.148012,0.154807,1.02026,0.044078,0.05845,507.365,0.092675,0.956105,2.00387,2019-09-27,000006.XSHE,True
-4.60716,0.004652,,-4.60716,0.0,0.164532,35.7049,-0.046012,,0.02572,3.48706,,-0.371389,3.3936,0.000655,0.053201,1.10043,1.49682,103.239,0.533654,3.39675,0.00729,0.036291,0.103871,-0.441498,-0.478549,0.632049,2.92168,0.006845,0.349381,1.04932,2019-09-27,000007.XSHE,True
0.1256,0.005257,411.556,0.1256,0.0,0.032036,1648.08,0.001503,0.092831,0.011549,225.402,637.423,0.198719,1.63905,0.372595,0.021218,0.412055,1.16326,1.59715,-0.583585,1.94855,-0.033873,0.006395,0.266936,0.996862,0.033527,0.142278,22.1921,-0.026913,0.023958,0.842621,2019-09-27,000008.XSHE,True
0.061694,0.09709,140.925,0.061922,0.01647,0.182049,570.996,0.073448,0.091736,0.039433,413.69,556.439,2.30515,0.932728,0.054669,0.422675,3.66445,0.391051,0.870217,1.67996,1.80054,0.025361,0.09928,0.442597,0.964071,0.027406,0.055121,1.90583,0.018881,0.224313,0.826112,2019-09-27,000009.XSHE,True
-0.842237,,627.336,-0.842237,0.0,0.018326,1997.23,-6.50547,0.028983,0.003782,924.676,1423.98,0.486868,0.613923,0.05881,0.026491,6.49041,0.451558,0.389326,-0.484701,1.12055,-0.018366,-0.080861,0.196452,0.997761,-0.165459,0.177663,12.5148,-0.017186,-0.41161,1.49439,2019-09-27,000010.XSHE,True
0.21526,,,0.21526,0.002656,0.003623,329.73,1.55469,0.020421,0.267223,1357.47,,1.12304,1.23581,0.0,0.278867,1.74595,0.429922,0.265199,0.698981,2.33744,-0.12789,0.097506,0.29799,1.02523,0.064145,0.042498,103.597,-0.069408,0.327211,1.36638,2019-09-27,000011.XSHE,True
0.210905,-0.011005,,0.210905,0.035908,0.002946,64.5689,,,0.009387,,,-0.437156,,0.003436,0.0,12.9935,,,0.121417,,-0.008432,-0.010679,0.035453,1.00368,0.007477,0.301577,24.2582,-0.008024,-0.301216,,2019-09-26,000001.XSHE,True
0.166258,0.028488,571.625,0.166258,-0.031607,0.010497,9.1686,0.096785,0.024911,0.08181,1385.1,,0.683219,0.438709,0.003217,0.381576,8.35061,0.202924,0.259908,0.333655,1.11912,0.029352,0.029629,0.2099,1.00532,0.034898,0.034446,14.0422,0.026451,0.141157,1.25563,2019-09-26,000002.XSHE,True
-0.086169,,,-0.086169,0.0,0.00626,128.73,0.026597,0.741937,0.01685,,,1.23466,,0.0,0.000512,0.206375,1.01421,,-2.3834,4.83974,0.065435,-0.388979,2.15924,0.999557,-0.186059,0.064986,135.879,-0.173136,-0.180147,1.01172,2019-09-26,000004.XSHE,True
0.332883,0.012895,311.359,0.332883,0.0,0.011887,1047.84,-0.118782,0.014143,0.011719,365.362,,1.06686,0.983705,0.098922,0.001865,0.821226,0.852826,0.985325,2.06174,1.32297,0.024117,0.019998,0.217778,0.99053,0.072495,0.113258,47.3831,0.023882,0.091827,0.619131,2019-09-26,000005.XSHE,True
0.284728,,,0.284728,0.0,0.000818,1352.0,0.098179,0.01867,0.052072,1821.77,,4.46214,0.799547,0.0,0.300309,1.48308,0.014256,0.19761,-0.267521,2.00752,0.166553,0.148012,0.154807,1.02026,0.044078,0.05845,507.365,0.092675,0.956105,2.00387,2019-09-26,000006.XSHE,True
-4.60716,0.004565,,-4.60716,0.0,0.164532,35.7049,-0.046012,,0.02572,3.48706,,-0.371389,3.3936,0.000655,0.052208,1.10043,1.49682,103.239,0.533654,3.39675,0.00729,0.036291,0.103871,-0.441498,-0.478549,0.632049,2.92168,0.006845,0.349381,1.04932,2019-09-26,000007.XSHE,True
0.1256,0.005269,411.556,0.1256,0.0,0.032036,1648.08,0.001503,0.092831,0.011549,225.402,637.423,0.198719,1.63905,0.372595,0.021278,0.412055,1.16326,1.59715,-0.583585,1.94855,-0.033873,0.006395,0.266936,0.996862,0.033527,0.142278,22.1921,-0.026913,0.023958,0.842621,2019-09-26,000008.XSHE,True
0.061694,0.097583,140.925,0.061922,0.01647,0.182049,570.996,0.073448,0.091736,0.039433,413.69,556.439,2.30515,0.932728,0.054669,0.425954,3.66445,0.391051,0.870217,1.67996,1.80054,0.025361,0.09928,0.442597,0.964071,0.027406,0.055121,1.90583,0.018881,0.224313,0.826112,2019-09-26,000009.XSHE,True
-0.842237,,627.336,-0.842237,0.0,0.018326,1997.23,-6.50547,0.028983,0.003782,924.676,1423.98,0.486868,0.613923,0.05881,0.026338,6.49041,0.451558,0.389326,-0.484701,1.12055,-0.018366,-0.080861,0.196452,0.997761,-0.165459,0.177663,12.5148,-0.017186,-0.41161,1.49439,2019-09-26,000010.XSHE,True
0.21526,,,0.21526,0.002656,0.003623,329.73,1.55469,0.020421,0.267223,1357.47,,1.12304,1.23581,0.0,0.27928,1.74595,0.429922,0.265199,0.698981,2.33744,-0.12789,0.097506,0.29799,1.02523,0.064145,0.042498,103.597,-0.069408,0.327211,1.36638,2019-09-26,000011.XSHE,True
0.210905,-0.011028,,0.210905,0.035908,0.002946,64.5689,,,0.009387,,,-0.437156,,0.003436,0.0,12.9935,,,0.121417,,-0.008432,-0.010679,0.035453,1.00368,0.007477,0.301577,24.2582,-0.008024,-0.301216,,2019-09-25,000001.XSHE,True
0.166258,0.028527,571.625,0.166258,-0.031607,0.010497,9.1686,0.096785,0.024911,0.08181,1385.1,,0.683219,0.438709,0.003217,0.383385,8.35061,0.202924,0.259908,0.333655,1.11912,0.029352,0.029629,0.2099,1.00532,0.034898,0.034446,14.0422,0.026451,0.141157,1.25563,2019-09-25,000002.XSHE,True
-0.086169,,,-0.086169,0.0,0.00626,128.73,0.026597,0.741937,0.01685,,,1.23466,,0.0,0.0005,0.206375,1.01421,,-2.3834,4.83974,0.065435,-0.388979,2.15924,0.999557,-0.186059,0.064986,135.879,-0.173136,-0.180147,1.01172,2019-09-25,000004.XSHE,True
0.332883,0.01263,311.359,0.332883,0.0,0.011887,1047.84,-0.118782,0.014143,0.011719,365.362,,1.06686,0.983705,0.098922,0.001812,0.821226,0.852826,0.985325,2.06174,1.32297,0.024117,0.019998,0.217778,0.99053,0.072495,0.113258,47.3831,0.023882,0.091827,0.619131,2019-09-25,000005.XSHE,True
0.284728,,,0.284728,0.0,0.000818,1352.0,0.098179,0.01867,0.052072,1821.77,,4.46214,0.799547,0.0,0.293859,1.48308,0.014256,0.19761,-0.267521,2.00752,0.166553,0.148012,0.154807,1.02026,0.044078,0.05845,507.365,0.092675,0.956105,2.00387,2019-09-25,000006.XSHE,True
-4.60716,0.004586,,-4.60716,0.0,0.164532,35.7049,-0.046012,,0.02572,3.48706,,-0.371389,3.3936,0.000655,0.052438,1.10043,1.49682,103.239,0.533654,3.39675,0.00729,0.036291,0.103871,-0.441498,-0.478549,0.632049,2.92168,0.006845,0.349381,1.04932,2019-09-25,000007.XSHE,True
0.1256,0.004962,411.556,0.1256,0.0,0.032036,1648.08,0.001503,0.092831,0.011549,225.402,637.423,0.198719,1.63905,0.372595,0.019721,0.412055,1.16326,1.59715,-0.583585,1.94855,-0.033873,0.006395,0.266936,0.996862,0.033527,0.142278,22.1921,-0.026913,0.023958,0.842621,2019-09-25,000008.XSHE,True
0.061694,0.096846,140.925,0.061922,0.01647,0.182049,570.996,0.073448,0.091736,0.039433,413.69,556.439,2.30515,0.932728,0.054669,0.421054,3.66445,0.391051,0.870217,1.67996,1.80054,0.025361,0.09928,0.442597,0.964071,0.027406,0.055121,1.90583,0.018881,0.224313,0.826112,2019-09-25,000009.XSHE,True
-0.842237,,627.336,-0.842237,0.0,0.018326,1997.23,-6.50547,0.028983,0.003782,924.676,1423.98,0.486868,0.613923,0.05881,0.026414,6.49041,0.451558,0.389326,-0.484701,1.12055,-0.018366,-0.080861,0.196452,0.997761,-0.165459,0.177663,12.5148,-0.017186,-0.41161,1.49439,2019-09-25,000010.XSHE,True
0.21526,,,0.21526,0.002656,0.003623,329.73,1.55469,0.020421,0.267223,1357.47,,1.12304,1.23581,0.0,0.270659,1.74595,0.429922,0.265199,0.698981,2.33744,-0.12789,0.097506,0.29799,1.02523,0.064145,0.042498,103.597,-0.069408,0.327211,1.36638,2019-09-25,000011.XSHE,True
0.210905,-0.011062,,0.210905,0.035908,0.002946,64.5689,,,0.009387,,,-0.437156,,0.003436,0.0,12.9935,,,0.121417,,-0.008432,-0.010679,0.035453,1.00368,0.007477,0.301577,24.2582,-0.008024,-0.301216,,2019-09-24,000001.XSHE,True
0.166258,0.028506,571.625,0.166258,-0.031607,0.010497,9.1686,0.096785,0.024911,0.08181,1385.1,,0.683219,0.438709,0.003217,0.382388,8.35061,0.202924,0.259908,0.333655,1.11912,0.029352,0.029629,0.2099,1.00532,0.034898,0.034446,14.0422,0.026451,0.141157,1.25563,2019-09-24,000002.XSHE,True
-0.086169,,,-0.086169,0.0,0.00626,128.73,0.026597,0.741937,0.01685,,,1.23466,,0.0,0.000479,0.206375,1.01421,,-2.3834,4.83974,0.065435,-0.388979,2.15924,0.999557,-0.186059,0.064986,135.879,-0.173136,-0.180147,1.01172,2019-09-24,000004.XSHE,True
0.332883,0.012347,311.359,0.332883,0.0,0.011887,1047.84,-0.118782,0.014143,0.011719,365.362,,1.06686,0.983705,0.098922,0.001757,0.821226,0.852826,0.985325,2.06174,1.32297,0.024117,0.019998,0.217778,0.99053,0.072495,0.113258,47.3831,0.023882,0.091827,0.619131,2019-09-24,000005.XSHE,True
0.284728,,,0.284728,0.0,0.000818,1352.0,0.098179,0.01867,0.052072,1821.77,,4.46214,0.799547,0.0,0.293072,1.48308,0.014256,0.19761,-0.267521,2.00752,0.166553,0.148012,0.154807,1.02026,0.044078,0.05845,507.365,0.092675,0.956105,2.00387,2019-09-24,000006.XSHE,True
-4.60716,0.004854,,-4.60716,0.0,0.164532,35.7049,-0.046012,,0.02572,3.48706,,-0.371389,3.3936,0.000655,0.0555,1.10043,1.49682,103.239,0.533654,3.39675,0.00729,0.036291,0.103871,-0.441498,-0.478549,0.632049,2.92168,0.006845,0.349381,1.04932,2019-09-24,000007.XSHE,True
0.1256,0.004831,411.556,0.1256,0.0,0.032036,1648.08,0.001503,0.092831,0.011549,225.402,637.423,0.198719,1.63905,0.372595,0.019073,0.412055,1.16326,1.59715,-0.583585,1.94855,-0.033873,0.006395,0.266936,0.996862,0.033527,0.142278,22.1921,-0.026913,0.023958,0.842621,2019-09-24,000008.XSHE,True
0.061694,0.096602,140.925,0.061922,0.01647,0.182049,570.996,0.073448,0.091736,0.039433,413.69,556.439,2.30515,0.932728,0.054669,0.419446,3.66445,0.391051,0.870217,1.67996,1.80054,0.025361,0.09928,0.442597,0.964071,0.027406,0.055121,1.90583,0.018881,0.224313,0.826112,2019-09-24,000009.XSHE,True
-0.842237,,627.336,-0.842237,0.0,0.018326,1997.23,-6.50547,0.028983,0.003782,924.676,1423.98,0.486868,0.613923,0.05881,0.025892,6.49041,0.451558,0.389326,-0.484701,1.12055,-0.018366,-0.080861,0.196452,0.997761,-0.165459,0.177663,12.5148,-0.017186,-0.41161,1.49439,2019-09-24,000010.XSHE,True
0.21526,,,0.21526,0.002656,0.003623,329.73,1.55469,0.020421,0.267223,1357.47,,1.12304,1.23581,0.0,0.267776,1.74595,0.429922,0.265199,0.698981,2.33744,-0.12789,0.097506,0.29799,1.02523,0.064145,0.042498,103.597,-0.069408,0.327211,1.36638,2019-09-24,000011.XSHE,True
0.210905,-0.01105,,0.210905,0.035908,0.002946,64.5689,,,0.009387,,,-0.437156,,0.003436,0.0,12.9935,,,0.121417,,-0.008432,-0.010679,0.035453,1.00368,0.007477,0.301577,24.2582,-0.008024,-0.301216,,2019-09-23,000001.XSHE,True
0.166258,0.028502,571.625,0.166258,-0.031607,0.010497,9.1686,0.096785,0.024911,0.08181,1385.1,,0.683219,0.438709,0.003217,0.382207,8.35061,0.202924,0.259908,0.333655,1.11912,0.029352,0.029629,0.2099,1.00532,0.034898,0.034446,14.0422,0.026451,0.141157,1.25563,2019-09-23,000002.XSHE,True
-0.086169,,,-0.086169,0.0,0.00626,128.73,0.026597,0.741937,0.01685,,,1.23466,,0.0,0.000475,0.206375,1.01421,,-2.3834,4.83974,0.065435,-0.388979,2.15924,0.999557,-0.186059,0.064986,135.879,-0.173136,-0.180147,1.01172,2019-09-23,000004.XSHE,True
0.332883,0.01232,311.359,0.332883,0.0,0.011887,1047.84,-0.118782,0.014143,0.011719,365.362,,1.06686,0.983705,0.098922,0.001752,0.821226,0.852826,0.985325,2.06174,1.32297,0.024117,0.019998,0.217778,0.99053,0.072495,0.113258,47.3831,0.023882,0.091827,0.619131,2019-09-23,000005.XSHE,True
0.284728,,,0.284728,0.0,0.000818,1352.0,0.098179,0.01867,0.052072,1821.77,,4.46214,0.799547,0.0,0.2892,1.48308,0.014256,0.19761,-0.267521,2.00752,0.166553,0.148012,0.154807,1.02026,0.044078,0.05845,507.365,0.092675,0.956105,2.00387,2019-09-23,000006.XSHE,True
-4.60716,0.004854,,-4.60716,0.0,0.164532,35.7049,-0.046012,,0.02572,3.48706,,-0.371389,3.3936,0.000655,0.0555,1.10043,1.49682,103.239,0.533654,3.39675,0.00729,0.036291,0.103871,-0.441498,-0.478549,0.632049,2.92168,0.006845,0.349381,1.04932,2019-09-23,000007.XSHE,True
0.1256,0.004689,411.556,0.1256,0.0,0.032036,1648.08,0.001503,0.092831,0.011549,225.402,637.423,0.198719,1.63905,0.372595,0.018376,0.412055,1.16326,1.59715,-0.583585,1.94855,-0.033873,0.006395,0.266936,0.996862,0.033527,0.142278,22.1921,-0.026913,0.023958,0.842621,2019-09-23,000008.XSHE,True
0.061694,0.09628,140.925,0.061922,0.01647,0.182049,570.996,0.073448,0.091736,0.039433,413.69,556.439,2.30515,0.932728,0.054669,0.417321,3.66445,0.391051,0.870217,1.67996,1.80054,0.025361,0.09928,0.442597,0.964071,0.027406,0.055121,1.90583,0.018881,0.224313,0.826112,2019-09-23,000009.XSHE,True
-0.842237,,627.336,-0.842237,0.0,0.018326,1997.23,-6.50547,0.028983,0.003782,924.676,1423.98,0.486868,0.613923,0.05881,0.025892,6.49041,0.451558,0.389326,-0.484701,1.12055,-0.018366,-0.080861,0.196452,0.997761,-0.165459,0.177663,12.5148,-0.017186,-0.41161,1.49439,2019-09-23,000010.XSHE,True
0.21526,,,0.21526,0.002656,0.003623,329.73,1.55469,0.020421,0.267223,1357.47,,1.12304,1.23581,0.0,0.26219,1.74595,0.429922,0.265199,0.698981,2.33744,-0.12789,0.097506,0.29799,1.02523,0.064145,0.042498,103.597,-0.069408,0.327211,1.36638,2019-09-23,000011.XSHE,True
0.210905,-0.011053,,0.210905,0.035908,0.002946,64.5689,,,0.009387,,,-0.437156,,0.003436,0.0,12.9935,,,0.121417,,-0.008432,-0.010679,0.035453,1.00368,0.007477,0.301577,24.2582,-0.008024,-0.301216,,2019-09-20,000001.XSHE,True
0.166258,0.028375,571.625,0.166258,-0.031607,0.010497,9.1686,0.096785,0.024911,0.08181,1385.1,,0.683219,0.438709,0.003217,0.376427,8.35061,0.202924,0.259908,0.333655,1.11912,0.029352,0.029629,0.2099,1.00532,0.034898,0.034446,14.0422,0.026451,0.141157,1.25563,2019-09-20,000002.XSHE,True
-0.086169,,,-0.086169,0.0,0.00626,128.73,0.026597,0.741937,0.01685,,,1.23466,,0.0,0.000453,0.206375,1.01421,,-2.3834,4.83974,0.065435,-0.388979,2.15924,0.999557,-0.186059,0.064986,135.879,-0.173136,-0.180147,1.01172,2019-09-20,000004.XSHE,True
0.332883,0.01213,311.359,0.332883,0.0,0.011887,1047.84,-0.118782,0.014143,0.011719,365.362,,1.06686,0.983705,0.098922,0.001716,0.821226,0.852826,0.985325,2.06174,1.32297,0.024117,0.019998,0.217778,0.99053,0.072495,0.113258,47.3831,0.023882,0.091827,0.619131,2019-09-20,000005.XSHE,True
0.284728,,,0.284728,0.0,0.000818,1352.0,0.098179,0.01867,0.052072,1821.77,,4.46214,0.799547,0.0,0.291511,1.48308,0.014256,0.19761,-0.267521,2.00752,0.166553,0.148012,0.154807,1.02026,0.044078,0.05845,507.365,0.092675,0.956105,2.00387,2019-09-20,000006.XSHE,True
-4.60716,0.004866,,-4.60716,0.0,0.164532,35.7049,-0.046012,,0.02572,3.48706,,-0.371389,3.3936,0.000655,0.055629,1.10043,1.49682,103.239,0.533654,3.39675,0.00729,0.036291,0.103871,-0.441498,-0.478549,0.632049,2.92168,0.006845,0.349381,1.04932,2019-09-20,000007.XSHE,True
